nome,sexo,data_nascimento,serie,nota_bim1,nota_bim2,nota_bim3,nota_bim4
Camila Araújo,M,2010-08-15,8º Ano,4.8,1.8,5.4,2.1
Carlos Rocha,M,2011-06-14,3º EM,1.5,6.0,0.5,2.3
Fernanda Martins,F,2008-02-01,2º EM,5.8,6.0,0.9,4.4
Pedro Martins,M,2008-10-13,8º Ano,7.4,9.2,0.1,4.6
Gustavo Dias,M,2005-07-19,2º EM,8.1,6.1,8.4,2.4
Bruno Martins,M,2007-01-17,,0.1,4.0,8.3,2.1
Fernanda Dias,M,2006-05-21,7º Ano,4.8,3.7,4.3,6.7
Ana Almeida,M,2005-03-23,2º EM,8.7,8.7,3.0,2.1
João Silva,F,2009-10-20,8º Ano,7.3,9.1,6.1,7.8
Pedro Rocha,F,2012-05-28,3º EM,5.7,1.5,6.6,6.5
Camila Gomes,M,2010-07-27,8º Ano,9.5,6.3,3.8,4.1
Larissa Oliveira,F,2013-03-25,7º Ano,5.3,3.6,7.0,5.8
Juliana Almeida,M,2006-06-25,1º EM,4.1,5.1,9.9,1.6
Bruno Barbosa,M,2010-05-10,9º Ano,5.5,9.0,2.5,5.4
Lucas Barbosa,,2011-01-01,3º EM,8.5,4.9,2.3,8.6
Beatriz Santos,F,2005-06-25,9º Ano,2.6,2.9,0.1,1.6
Diego Lima,F,2010-04-11,7º Ano,6.2,,8.7,8.6
Ana Moreira,M,2011-01-29,6º Ano,5.5,5.2,1.4,5.2
Mariana Carvalho,F,2006-08-03,1º EM,1.3,8.1,3.9,6.3
Lucas Silva,M,2008-08-27,8º Ano,8.5,8.3,10.0,9.1
João Gomes,F,2009-02-23,9º Ano,9.0,,10.0,2.4
Beatriz Rocha,M,2007-06-24,9º Ano,3.8,5.3,6.9,1.7
Maria Lima,F,2011-09-15,9º Ano,5.7,2.5,0.1,1.7
Aline Teixeira,F,2005-05-12,3º EM,3.5,5.9,9.3,7.2
Beatriz Silva,M,2010-03-14,6º Ano,6.2,1.3,2.8,9.1
Carlos Teixeira,M,2010-08-27,7º Ano,0.3,0.9,6.8,3.0
Diego Barbosa,M,2011-09-30,2º EM,6.9,2.1,7.6,1.6
Diego Costa,F,2013-09-07,3º EM,5.7,5.8,10.0,0.6
Beatriz Martins,M,2008-03-28,3º EM,6.5,6.6,4.1,1.4
Mariana Teixeira,F,2012-11-30,3º EM,4.4,9.6,1.8,2.5
Pedro Moreira,F,2011-07-05,9º Ano,3.1,0.8,9.8,7.1
Beatriz Ferreira,M,,9º Ano,4.1,6.6,4.9,8.9
Camila Lima,M,2008-08-06,1º EM,7.7,8.5,6.2,1.6
Ana Dias,F,2013-03-09,7º Ano,4.4,1.0,4.9,3.9
Diego Almeida,M,2009-05-03,9º Ano,5.7,4.3,,2.2
Juliana Lima,M,2007-07-22,6º Ano,6.4,1.8,,3.5
Felipe Gomes,F,2012-09-19,2º EM,9.3,3.4,0.8,9.5
Rodrigo Santos,Masculino,2005-09-14,7º Ano,9.6,2.6,5.7,2.1
Camila Araújo,M,2007-11-04,8º Ano,0.9,6.3,3.4,5.7
Patricia Rocha,M,2008-03-13,9º Ano,3.3,0.0,3.7,5.8
Felipe Carvalho,F,2006-11-20,9º Ano,1.3,5.9,2.8,1.1
Gustavo Carvalho,F,2009-09-01,3º EM,5.6,7.3,0.9,0.2
Felipe Ferreira,M,2009-01-04,3º EM,,1.7,6.3,2.9
Lucas Silva,F,2009-10-07,7º Ano,8.2,4.3,7.1,0.6
Carlos Silva,M,2005-06-27,2º EM,8.2,4.0,7.0,0.4
Maria Dias,F,2011-10-23,7º Ano,6.4,3.8,7.1,3.7
,F,2005-02-23,8º Ano,1.0,8.2,5.7,9.9
Lucas Teixeira,F,2010-07-28,9º Ano,3.0,9.1,2.8,0.4
Gustavo Araújo,X,2012-07-22,7º Ano,6.5,7.2,8.4,0.4
Bruno Martins,F,2006-11-06,8º Ano,2.3,1.9,1.6,5.9
Maria Silva,,2007-03-23,2º EM,2.9,2.9,6.4,6.6
Beatriz Lima,F,2005-07-10,7º Ano,3.3,6.7,6.0,4.7
Lucas Ribeiro,F,2008-01-09,6º Ano,7.9,8.0,3.0,2.9
Gustavo Teixeira,F,2010-11-20,6º Ano,1.2,4.9,3.2,6.7
Larissa Ribeiro,M,2006-11-11,1º EM,5.6,3.4,8.6,8.3
Aline Silva,M,2013-07-26,8º Ano,1.0,10.0,9.7,5.9
Bruno Ribeiro,F,2013-04-06,8º Ano,0.2,9.0,2.2,0.8
João Martins,F,2010-12-16,9º Ano,3.2,3.8,0.3,2.8
Fernanda Martins,,2007-03-06,9º Ano,3.3,5.7,8.0,6.0
Juliana Souza,F,2008-05-25,6º Ano,0.8,4.9,1.1,1.8
Beatriz Santos,F,2010-08-10,2º EM,6.8,8.5,5.0,8.9
Gustavo Oliveira,F,2010-03-30,6º Ano,8.0,4.4,6.6,2.0
Rafael Araújo,F,2007-07-08,6º Ano,0.4,4.0,9.5,
Bruno Souza,F,2008-03-02,2º EM,0.5,3.3,7.8,0.4
Bruno Ribeiro,,2010-12-02,2º EM,1.1,8.5,8.4,5.7
Gustavo Costa,F,2006-01-13,8º Ano,5.6,7.5,6.5,8.0
Maria Pereira,Feminino,2006-02-27,2º EM,4.5,4.1,0.4,5.7
Rodrigo Dias,F,2009-12-19,6º Ano,6.3,8.9,6.8,2.7
Camila Martins,F,2011-11-16,2º EM,1.1,5.9,1.5,2.3
Ana Rocha,M,2011-02-11,6º Ano,8.1,7.8,3.5,6.6
Bruno Costa,M,2011-04-03,9º Ano,7.1,7.1,,3.8
Gustavo Barbosa,F,2008-02-19,8º Ano,,,2.9,2.2
João Rocha,F,2007-03-11,6º Ano,0.5,1.3,6.9,1.4
Bruno Costa,F,2010-11-03,8º Ano,3.5,7.7,2.9,0.4
João Pereira,M,2005-10-05,9º Ano,6.5,4.6,5.5,5.0
,M,2012-02-16,3º EM,9.5,3.0,4.1,8.9
Maria Teixeira,F,2009-05-27,,5.3,0.6,3.0,6.7
Beatriz Martins,M,2009-07-23,6º Ano,6.5,2.5,5.9,9.3
João Gomes,M,2013-12-12,7º Ano,5.0,2.9,2.6,3.3
Mariana Araújo,M,2013-11-17,9º Ano,7.6,0.8,4.1,7.4
Maria Lima,M,2010-01-12,2º EM,0.2,4.0,1.3,3.0
Gustavo Oliveira,F,2006-03-31,3º EM,8.6,4.0,1.9,5.6
Gustavo Teixeira,M,2005-09-04,9º Ano,7.3,4.6,9.6,0.7
Lucas Almeida,M,2011-05-24,2º EM,6.0,4.8,7.2,3.6
Fernanda Silva,M,2009-11-08,6º Ano,2.7,9.0,1.2,9.1
Carlos Silva,,2013-07-17,8º Ano,6.7,6.6,8.7,3.5
Patricia Rocha,F,2012-05-03,2º EM,0.5,1.7,2.3,8.4
Maria Almeida,M,2009-11-21,9º Ano,4.2,3.0,8.3,5.0
Juliana Martins,F,2010-10-20,3º EM,4.6,8.2,7.7,1.9
Juliana Silva,M,2008-12-31,7º Ano,6.0,3.6,3.3,9.4
Larissa Dias,F,2006-09-23,9º Ano,2.1,7.1,8.6,4.7
Maria Martins,M,2010-07-14,1º EM,,1.7,2.6,8.8
Beatriz Ferreira,M,2006-07-06,9º Ano,0.7,,5.0,
Ana Lima,M,2007-03-08,9º Ano,4.3,6.9,4.0,8.3
Ana Pereira,M,2007-05-17,2º EM,2.8,0.5,7.2,4.0
Beatriz Gomes,F,2007-09-16,1º EM,6.8,0.4,7.1,2.5
Mariana Barbosa,F,2005-06-03,3º EM,0.7,9.1,8.6,7.3
Juliana Melo,M,2007-09-29,7º Ano,7.5,3.5,3.1,0.7
Patricia Costa,F,2007-05-03,6º Ano,1.9,4.5,3.7,7.4
Diego Moreira,M,2005-10-28,1º EM,5.2,6.6,6.7,5.7
Camila Ferreira,F,2009-07-12,7º Ano,5.2,0.8,7.2,5.6
Mariana Silva,M,2005-04-16,2º EM,9.1,6.9,1.2,9.4
Rodrigo Melo,F,2005-02-14,2º EM,4.8,9.7,0.6,
Rafael Ribeiro,F,2009-08-16,6º Ano,0.6,3.0,3.3,1.8
Fernanda Silva,F,2012-05-11,9º Ano,0.5,0.3,3.9,2.6
Camila Oliveira,M,2008-08-11,3º EM,4.1,9.0,8.2,0.0
Pedro Almeida,F,2011-02-19,9º Ano,8.7,1.8,2.9,
Camila Carvalho,M,2005-05-03,1º EM,3.2,6.7,3.0,9.8
Fernanda Lima,M,2005-06-21,9º Ano,8.2,0.2,1.9,9.1
Diego Carvalho,M,2007-10-07,7º Ano,6.5,7.9,2.6,8.2
Gustavo Pereira,M,2013-03-13,8º Ano,0.1,9.0,5.2,3.6
Aline Almeida,F,2009-11-20,3º EM,5.0,9.3,8.1,4.6
Beatriz Martins,F,2012-11-02,6º Ano,0.9,5.5,0.0,5.0
Aline Lima,F,2008-04-08,7º Ano,3.1,7.9,2.2,4.2
Juliana Moreira,M,2007-02-01,3º EM,8.3,3.4,9.2,9.9
Felipe Lima,M,2008-05-30,2º EM,6.6,1.4,4.5,6.7
Rafael Gomes,M,2006-04-07,9º Ano,5.9,0.1,7.5,1.1
Fernanda Ferreira,F,2008-03-03,3º EM,0.6,3.1,3.8,5.0
João Carvalho,F,2012-07-11,8º Ano,5.5,3.0,5.9,9.0
Camila Silva,F,2012-03-18,2º EM,5.7,5.1,4.8,2.4
Carlos Ferreira,M,2008-08-23,6º Ano,1.6,6.4,5.9,6.3
Rodrigo Oliveira,M,2007-05-19,6º Ano,3.1,6.3,6.7,5.2
Diego Martins,M,2010-10-13,8º Ano,4.3,7.9,3.8,7.4
Beatriz Rocha,M,2005-04-17,1º EM,7.8,8.1,9.3,7.8
Rafael Teixeira,F,2013-05-25,2º EM,7.6,8.5,1.7,3.1
Aline Costa,M,2009-01-20,2º EM,4.5,3.2,0.6,1.6
Diego Gomes,F,2013-10-25,3º EM,1.9,5.2,1.8,
Patricia Araújo,F,2006-09-19,8º Ano,7.9,1.1,3.2,0.8
João Melo,M,2010-03-24,7º Ano,8.1,5.3,1.7,0.3
João Rocha,F,2007-07-11,3º EM,4.7,9.5,8.6,6.2
Beatriz Dias,M,2009-08-24,8º Ano,3.0,7.0,8.0,4.9
Felipe Melo,M,2007-06-29,2º EM,4.3,1.4,4.1,8.9
Fernanda Melo,F,2010-09-23,3º EM,5.0,9.8,8.3,2.6
João Moreira,M,2012-06-06,3º EM,,4.5,6.0,0.8
Bruno Almeida,M,2009-11-16,9º Ano,6.5,7.9,9.2,3.5
Lucas Dias,M,2009-05-20,2º EM,,8.0,4.8,3.6
Juliana Lima,F,2011-04-15,6º Ano,6.5,,7.8,9.6
Felipe Moreira,M,2007-02-13,2º EM,8.4,6.0,7.7,1.8
Beatriz Silva,M,2009-05-17,2º EM,1.1,2.7,9.3,8.2
Beatriz Martins,M,2005-11-12,2º EM,7.8,9.0,1.5,7.5
Rodrigo Carvalho,M,2010-07-29,1º EM,1.6,7.3,2.2,3.1
Rodrigo Barbosa,M,2005-06-24,7º Ano,3.1,0.3,7.8,8.9
Diego Dias,F,2008-03-20,3º EM,5.1,6.9,7.6,2.9
Maria Moreira,F,2006-07-25,7º Ano,7.4,1.2,1.7,3.8
Juliana Lima,M,2010-05-03,3º EM,6.6,6.7,0.8,7.0
Diego Araújo,M,2013-03-15,3º EM,2.8,1.9,,9.7
Beatriz Dias,F,2013-01-30,,5.0,6.0,5.4,10.0
Fernanda Barbosa,F,2006-03-14,1º EM,0.2,9.7,2.2,4.2
Rafael Carvalho,F,2006-06-01,7º Ano,6.3,6.7,2.1,7.1
Beatriz Carvalho,F,2006-05-15,1º EM,9.0,5.5,2.3,5.1
Diego Lima,F,2010-02-28,8º Ano,1.0,3.1,2.1,1.0
Felipe Teixeira,F,2008-12-16,2º EM,1.2,5.0,2.4,3.0
Rafael Gomes,M,2011-03-11,7º Ano,3.8,4.6,7.1,6.9
Ana Carvalho,M,2011-11-23,9º Ano,2.7,3.4,7.0,5.0
Rodrigo Araújo,F,2005-03-13,1º EM,7.7,0.4,5.5,3.7
Larissa Carvalho,M,2009-12-28,1º EM,3.6,5.1,,1.7
Aline Carvalho,F,2010-11-04,8º Ano,9.7,2.2,2.4,4.7
Camila Gomes,F,2008-12-16,3º EM,2.7,6.1,4.6,8.3
Camila Santos,M,2008-03-28,1º EM,7.5,7.2,,9.3
Beatriz Almeida,F,2009-01-25,1º EM,1.7,2.9,5.3,9.8
João Ferreira,M,2007-05-24,,5.0,2.3,9.2,0.3
Diego Almeida,F,2009-05-19,1º EM,6.4,6.6,0.8,1.9
Felipe Dias,M,2005-07-13,1º EM,,4.4,3.1,6.1
Maria Ribeiro,M,2006-03-10,9º Ano,3.3,7.3,6.8,7.6
Camila Gomes,F,2010-09-14,1º EM,5.8,1.0,2.8,2.4
Pedro Martins,F,2013-06-12,9º Ano,6.6,9.1,8.0,0.5
Diego Gomes,F,2006-01-24,2º EM,9.4,8.5,0.6,3.7
Larissa Ribeiro,M,2011-08-26,9º Ano,0.0,7.7,4.8,8.8
Felipe Ferreira,M,2012-06-14,3º EM,1.5,3.8,8.6,6.7
Mariana Ribeiro,F,2008-08-23,2º EM,,9.7,7.9,7.9
Juliana Melo,F,2013-04-04,6º Ano,1.8,6.0,7.8,4.7
Juliana Ribeiro,F,2005-12-06,7º Ano,3.3,5.9,2.7,8.2
Diego Carvalho,M,2013-10-02,2º EM,8.2,,0.2,10.0
Gustavo Silva,M,2012-07-02,7º Ano,6.0,3.5,3.2,2.5
Larissa Silva,F,2007-04-24,2º EM,5.2,9.4,,2.8
Maria Teixeira,F,2009-04-24,8º Ano,5.2,3.5,5.6,5.3
Ana Teixeira,F,2007-01-07,8º Ano,3.5,4.0,3.5,0.9
Felipe Silva,F,2009-09-12,6º Ano,4.0,3.6,4.3,3.3
Gustavo Dias,F,2006-06-01,6º Ano,5.5,7.8,,0.6
Carlos Melo,M,2010-05-01,8º Ano,9.1,1.8,3.7,4.4
Diego Melo,F,2006-07-30,8º Ano,8.2,0.3,0.1,5.6
Bruno Melo,M,2005-01-22,3º EM,0.2,2.1,0.1,9.8
Camila Dias,M,2006-10-28,7º Ano,7.1,8.1,7.6,1.7
Diego Araújo,M,2013-11-06,3º EM,7.0,7.6,1.0,6.3
Bruno Souza,F,2013-11-27,6º Ano,3.4,9.4,1.4,1.2
Mariana Dias,M,2005-12-20,8º Ano,7.3,0.7,5.7,8.7
Rodrigo Melo,F,2008-09-17,2º EM,8.5,6.4,8.3,1.7
Bruno Souza,F,2005-05-13,7º Ano,2.9,8.0,2.1,9.6
,F,2006-02-07,8º Ano,0.6,6.3,7.6,9.8
Ana Silva,M,2006-08-23,3º EM,4.7,0.5,8.6,2.6
Juliana Melo,M,2007-06-17,9º Ano,8.1,6.2,,7.8
Pedro Rocha,,2010-02-18,3º EM,6.2,5.6,4.6,8.8
Larissa Martins,F,2009-10-29,6º Ano,2.2,9.9,9.5,9.6
Gustavo Melo,M,2007-04-03,9º Ano,8.1,3.8,3.5,9.5
Maria Gomes,F,2012-06-01,1º EM,9.6,6.1,6.1,0.3
Pedro Souza,F,2009-07-16,8º Ano,,2.0,3.8,1.9
Gustavo Moreira,M,2005-09-02,,2.9,6.4,8.1,1.5
Beatriz Barbosa,F,2005-08-19,8º Ano,5.5,3.4,4.3,4.5
Larissa Ribeiro,M,2006-09-14,6º Ano,7.5,9.5,8.8,6.1
Ana Rocha,M,2006-04-14,8º Ano,9.3,8.7,1.9,0.7
Aline Teixeira,M,2010-03-05,1º EM,7.3,6.6,3.8,0.4
Rafael Oliveira,M,2012-10-20,7º Ano,0.5,6.2,0.4,5.4
Mariana Ferreira,M,2006-01-05,7º Ano,7.0,1.1,4.2,0.4
Patricia Costa,M,,1º EM,0.1,,6.3,1.9
Rafael Teixeira,F,2012-06-30,9º Ano,7.6,4.4,9.8,2.6
Aline Santos,F,2005-06-18,9º Ano,9.1,5.2,7.6,5.0
Beatriz Santos,,2009-01-10,7º Ano,8.0,8.8,7.2,8.1
Lucas Rocha,F,2009-12-06,7º Ano,5.0,0.9,5.6,4.4
Mariana Moreira,F,2007-04-26,7º Ano,4.4,0.4,6.4,8.1
Lucas Almeida,F,2007-09-07,8º Ano,6.2,1.0,0.8,2.7
Rodrigo Araújo,F,2007-08-22,7º Ano,9.4,2.7,5.2,0.5
Diego Dias,F,2013-10-20,8º Ano,3.6,7.2,2.3,4.3
Camila Santos,M,2009-11-02,9º Ano,1.8,6.5,5.0,4.1
Patricia Almeida,M,2008-10-30,7º Ano,9.4,0.8,1.6,2.3
Felipe Gomes,F,2012-07-13,7º Ano,0.0,7.5,7.5,5.7
Larissa Ferreira,M,2006-08-09,3º EM,5.1,0.4,1.2,9.3
Pedro Martins,M,2006-01-02,1º EM,8.2,4.4,8.3,9.8
Ana Martins,F,2012-07-28,2º EM,0.6,2.5,7.5,1.7
Fernanda Costa,F,2005-02-09,7º Ano,2.1,4.7,9.9,8.2
Fernanda Barbosa,M,2008-04-09,3º EM,6.9,8.4,2.6,9.3
Camila Moreira,M,2008-09-02,7º Ano,9.9,0.0,9.2,4.8
Diego Almeida,F,2012-07-03,9º Ano,3.8,4.4,9.0,4.3
Lucas Melo,F,2009-06-30,9º Ano,3.3,4.6,9.2,6.0
Larissa Gomes,F,2008-11-16,9º Ano,8.7,9.7,,0.9
Diego Araújo,F,2013-10-29,7º Ano,0.6,0.4,4.6,9.5
Gustavo Oliveira,F,2007-07-27,9º Ano,,2.8,9.7,7.9
Aline Dias,M,2005-09-07,1º EM,5.1,1.9,7.3,7.8
Pedro Martins,M,2005-08-26,2º EM,,0.1,8.0,3.1
Rafael Santos,M,2011-03-04,9º Ano,0.5,4.7,9.8,7.1
Pedro Santos,F,2005-09-22,6º Ano,9.1,2.5,3.2,7.7
Fernanda Costa,F,2006-03-28,3º EM,,0.7,7.5,1.9
Mariana Rocha,F,2007-10-20,1º EM,5.0,8.2,9.9,3.9
Fernanda Santos,F,2008-03-25,8º Ano,0.9,4.7,4.0,1.7
Rafael Melo,F,2007-08-19,1º EM,8.2,2.4,5.4,7.7
Ana Pereira,F,2006-05-28,2º EM,1.8,6.5,0.2,7.1
Maria Melo,F,2011-04-02,1º EM,1.1,5.1,3.5,0.6
Camila Oliveira,M,2013-11-21,3º EM,6.2,9.6,7.9,5.8
Mariana Oliveira,M,2005-01-04,8º Ano,4.0,0.7,0.5,2.3
Lucas Melo,M,2013-10-21,6º Ano,4.1,2.7,5.8,4.8
Patricia Santos,F,2011-10-13,9º Ano,7.4,1.8,4.9,1.9
Patricia Pereira,F,2013-08-10,1º EM,7.6,9.2,7.4,7.9
Pedro Dias,F,2012-03-09,7º Ano,0.2,1.2,7.2,1.7
Aline Ferreira,F,2011-02-03,3º EM,3.6,5.0,0.7,3.0
Pedro Oliveira,M,2007-12-15,2º EM,,6.7,8.4,3.1
Pedro Almeida,M,2009-09-20,1º EM,6.0,0.4,4.1,8.6
Pedro Araújo,M,2011-03-25,7º Ano,2.1,,6.7,9.5
Rodrigo Moreira,F,2009-02-15,1º EM,4.4,2.0,1.0,1.7
Camila Lima,F,2009-02-27,1º EM,8.7,3.5,3.8,9.7
Patricia Silva,M,2012-01-09,2º EM,7.1,8.7,1.5,9.9
Camila Carvalho,F,2006-06-18,9º Ano,5.7,0.1,5.1,
Pedro Gomes,F,2009-09-04,8º Ano,2.3,7.1,6.8,7.7
Bruno Moreira,M,2005-05-17,2º EM,8.1,3.1,2.6,6.4
Ana Oliveira,M,2011-10-05,3º EM,6.7,9.6,3.3,0.4
Mariana Costa,F,2008-03-31,7º Ano,2.0,9.2,2.2,3.3
Gustavo Almeida,F,2008-12-04,3º EM,8.5,8.7,7.5,8.7
Ana Gomes,F,2008-07-07,3º EM,,3.2,6.9,5.6
Juliana Dias,F,2012-09-28,1º EM,3.0,0.3,8.7,9.6
Beatriz Almeida,F,2005-01-14,9º Ano,1.8,3.2,7.2,3.1
Beatriz Barbosa,M,2013-12-23,1º EM,4.6,8.0,2.6,8.0
Aline Martins,M,2008-12-06,7º Ano,9.0,,6.2,0.6
Rafael Martins,F,2010-09-06,8º Ano,4.8,7.2,9.1,6.3
Aline Ribeiro,M,2013-07-06,9º Ano,7.8,7.1,6.8,8.6
João Araújo,M,2005-01-12,2º EM,4.4,6.2,0.9,5.7
Larissa Rocha,M,2012-04-02,3º EM,8.9,9.7,5.7,1.8
Rafael Dias,F,2008-04-19,6º Ano,,5.3,7.9,4.2
Mariana Rocha,F,2005-11-24,7º Ano,3.1,5.6,6.8,8.0
Lucas Teixeira,F,2009-03-31,2º EM,8.3,0.8,0.8,2.9
Lucas Almeida,M,2013-01-26,8º Ano,0.6,9.3,7.8,
Aline Lima,F,2007-01-23,3º EM,6.3,,3.8,0.6
Fernanda Silva,F,2011-11-04,7º Ano,5.7,0.1,8.0,1.5
Maria Dias,M,2008-08-26,6º Ano,8.3,,8.6,5.0
Rafael Melo,M,2009-12-27,7º Ano,,9.6,3.4,7.5
Lucas Moreira,M,2006-03-05,1º EM,6.9,6.6,2.6,4.9
Ana Gomes,M,2013-03-24,8º Ano,6.6,1.3,,7.3
Juliana Pereira,M,2011-09-09,8º Ano,0.4,5.7,7.3,9.3
Mariana Barbosa,M,2013-05-12,1º EM,3.6,5.9,9.4,9.1
Diego Oliveira,F,2010-12-28,8º Ano,5.9,9.6,8.0,7.6
,M,2007-03-25,7º Ano,5.9,5.7,3.7,6.5
Maria Costa,F,2009-06-23,2º EM,0.2,8.0,1.0,4.2
Diego Dias,F,2012-02-14,2º EM,2.5,6.0,9.5,6.8
Juliana Souza,F,,2º EM,4.8,7.7,8.9,3.6
Aline Costa,F,2005-10-17,6º Ano,6.8,5.3,1.0,8.8
Beatriz Ribeiro,M,2007-02-25,9º Ano,6.2,8.0,5.4,3.3
Mariana Almeida,F,2007-04-22,6º Ano,3.7,9.3,9.1,9.8
Ana Barbosa,F,2013-02-06,3º EM,0.9,1.6,9.1,0.0
Ana Ribeiro,M,2009-01-07,2º EM,2.9,,8.8,2.4
Fernanda Ferreira,X,2009-10-17,7º Ano,0.2,1.8,2.9,9.6
Diego Silva,M,2013-09-22,3º EM,2.8,2.2,,9.9
Maria Silva,M,2010-05-24,1º EM,5.9,3.8,9.7,1.7
Beatriz Costa,F,2008-03-06,3º EM,1.4,2.9,7.7,1.3
Pedro Silva,M,2012-04-30,,2.7,7.6,0.3,
Ana Santos,M,2011-03-15,8º Ano,5.8,1.0,6.2,2.5
Fernanda Araújo,M,2011-02-09,6º Ano,3.5,0.2,2.9,6.1
Bruno Martins,M,2006-11-01,8º Ano,7.2,4.9,7.9,2.7
Maria Moreira,M,2009-05-06,9º Ano,,1.5,8.8,4.2
Diego Ferreira,F,2005-04-20,6º Ano,2.2,2.7,1.0,7.4
Gustavo Oliveira,F,2007-12-03,3º EM,8.1,5.9,2.1,6.9
Ana Ferreira,M,2013-03-04,2º EM,2.0,6.2,1.9,6.3
Carlos Dias,F,2005-05-08,8º Ano,4.7,8.9,7.0,9.2
Patricia Carvalho,M,2013-07-28,2º EM,1.7,6.7,9.7,3.2
Ana Moreira,F,2012-01-06,7º Ano,4.8,6.9,5.5,6.3
Rafael Dias,F,2012-07-17,7º Ano,6.8,7.9,5.7,5.0
João Araújo,F,2006-10-23,3º EM,3.8,2.6,9.2,9.5
Rafael Oliveira,F,2013-10-01,8º Ano,4.9,4.5,8.2,6.5
Mariana Silva,F,2007-03-01,6º Ano,8.1,5.3,4.7,4.1
João Moreira,Feminino,2009-02-06,1º EM,7.5,2.7,4.9,2.3
Rodrigo Ribeiro,M,2007-01-24,9º Ano,2.8,0.8,6.8,1.4
Mariana Costa,F,2006-02-17,7º Ano,5.0,1.3,3.3,4.3
Carlos Araújo,M,2006-07-13,9º Ano,8.3,6.5,2.5,1.5
Gustavo Teixeira,M,2013-01-05,9º Ano,3.2,2.4,0.7,8.1
Beatriz Silva,F,2011-10-13,6º Ano,8.6,9.4,6.1,5.5
Carlos Carvalho,M,2006-02-20,6º Ano,4.7,8.1,3.2,0.5
Larissa Dias,M,2008-01-13,1º EM,8.0,9.4,8.2,4.5
Maria Santos,F,2006-05-12,8º Ano,6.1,6.2,1.4,9.5
Felipe Pereira,F,2005-10-29,9º Ano,2.3,3.1,9.9,8.0
João Souza,F,2009-01-19,2º EM,1.2,0.0,5.5,3.6
Rodrigo Martins,M,2005-08-21,6º Ano,3.0,0.7,8.8,6.0
Juliana Moreira,M,2007-11-10,8º Ano,0.3,3.5,3.2,1.7
Felipe Rocha,F,2009-01-19,1º EM,2.6,,3.7,6.3
Aline Barbosa,M,2006-06-17,1º EM,8.3,0.2,3.9,5.8
Carlos Gomes,F,2007-10-30,1º EM,6.0,8.3,1.8,6.7
Fernanda Gomes,M,2009-08-10,1º EM,4.3,3.9,3.2,1.4
João Silva,M,2006-01-15,2º EM,3.2,5.8,,4.5
Ana Costa,M,2011-12-19,1º EM,4.1,,1.9,0.6
Rodrigo Oliveira,F,2007-12-01,7º Ano,1.7,9.9,10.0,6.4
João Barbosa,F,2010-10-29,9º Ano,2.2,5.9,2.0,2.0
Aline Barbosa,F,2013-11-20,6º Ano,2.0,0.5,5.0,6.8
João Rocha,F,2011-03-19,3º EM,8.1,9.7,8.6,5.1
Ana Teixeira,M,2006-05-04,9º Ano,8.3,1.7,4.7,8.1
Beatriz Souza,F,2012-06-21,1º EM,5.5,6.3,8.3,4.4
Lucas Almeida,M,2011-01-01,3º EM,0.2,2.8,8.6,9.3
Camila Martins,F,2006-05-11,9º Ano,0.2,1.6,0.0,6.2
Rafael Teixeira,M,2008-09-12,7º Ano,1.1,6.6,9.6,0.4
Mariana Oliveira,M,2008-03-21,6º Ano,1.7,7.1,5.3,9.9
Rafael Teixeira,M,2013-12-18,1º EM,9.9,6.3,0.2,5.6
João Silva,F,2013-12-25,2º EM,4.5,1.7,4.1,6.0
Pedro Carvalho,M,2012-02-27,8º Ano,3.7,0.3,3.8,9.9
Larissa Ferreira,F,2013-07-19,9º Ano,0.4,4.5,,5.6
Beatriz Almeida,F,2012-05-18,6º Ano,0.7,1.9,9.7,4.1
Camila Melo,F,2008-06-17,7º Ano,4.0,3.0,1.5,6.4
Diego Almeida,M,2009-12-06,7º Ano,,9.0,2.0,8.9
Rodrigo Lima,M,2007-08-21,8º Ano,5.8,1.5,1.1,9.3
Patricia Santos,F,2005-01-22,8º Ano,,5.8,0.2,5.1
Rodrigo Ferreira,M,2006-01-19,8º Ano,1.3,5.7,4.9,2.6
Gustavo Barbosa,F,2006-04-09,6º Ano,2.5,3.8,0.4,7.0
Rafael Dias,M,2011-12-12,2º EM,7.7,5.0,3.9,5.1
Larissa Rocha,F,2006-02-18,9º Ano,5.8,8.6,2.2,3.2
Bruno Lima,F,2013-08-10,7º Ano,6.2,5.6,6.3,6.6
Ana Dias,F,2009-12-12,1º EM,4.1,6.9,8.5,4.4
Maria Santos,F,2009-05-10,7º Ano,2.5,7.6,5.9,7.3
Bruno Carvalho,M,2009-01-09,8º Ano,9.9,6.6,0.4,5.4
Aline Santos,F,2012-07-24,,4.6,9.3,9.8,6.0
Ana Melo,M,2007-01-09,9º Ano,7.3,8.1,8.4,1.6
Bruno Pereira,M,2006-06-26,3º EM,7.7,9.5,3.2,7.6
Bruno Barbosa,M,2009-05-06,1º EM,8.6,6.6,7.6,7.4
Mariana Teixeira,F,2005-01-02,9º Ano,9.1,3.3,7.6,7.4
Bruno Pereira,M,2009-08-29,9º Ano,2.4,1.7,0.2,8.2
Fernanda Martins,F,2007-05-09,9º Ano,3.6,2.3,,3.7
Mariana Araújo,M,2007-09-10,8º Ano,2.5,0.0,1.3,
Mariana Barbosa,F,2005-01-18,1º EM,3.1,1.9,5.7,2.0
Larissa Silva,F,2009-09-05,2º EM,4.0,0.4,5.9,9.8
